Mapping parameters for Strongylocentrotus purpuratus (purple urchin)

"Cite AquaMaps itself as: Kaschner, K., Kesner-Reyes, K., Garilao, C., Segschneider, J., Rius-Barile, J. Rees, T., & Froese, R. (2019, October). AquaMaps: Predicted range maps for aquatic species. Retrieved from https://www.aquamaps.org."


Map data (HSPEC) for predicted occurrences (n = 1388): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Strongylocentrotus,purpuratus,-45.25,-75.25,5407:455:1,0.89
Strongylocentrotus,purpuratus,-45.75,-75.25,5407:455:3,1.00
Strongylocentrotus,purpuratus,-46.75,-75.75,5407:465:4,1.00
Strongylocentrotus,purpuratus,-47.25,-75.25,5407:475:1,1.00
Strongylocentrotus,purpuratus,-47.75,-75.25,5407:475:3,1.00
Strongylocentrotus,purpuratus,-47.75,-75.75,5407:475:4,1.00
Strongylocentrotus,purpuratus,-46.25,-75.25,5407:465:1,1.00
Strongylocentrotus,purpuratus,-46.75,-75.25,5407:465:3,1.00
Strongylocentrotus,purpuratus,-50.75,-73.75,5507:103:4,0.85
Strongylocentrotus,purpuratus,-50.25,-74.25,5507:104:1,0.88
Strongylocentrotus,purpuratus,-50.25,-74.75,5507:104:2,0.91
Strongylocentrotus,purpuratus,-50.75,-74.75,5507:104:4,0.89
Strongylocentrotus,purpuratus,-51.75,-72.25,5507:112:3,0.80
Strongylocentrotus,purpuratus,-51.75,-72.75,5507:112:4,0.80
Strongylocentrotus,purpuratus,-51.25,-73.25,5507:113:1,0.83
Strongylocentrotus,purpuratus,-51.25,-73.75,5507:113:2,0.83
Strongylocentrotus,purpuratus,-51.75,-73.25,5507:113:3,0.80
Strongylocentrotus,purpuratus,-51.75,-73.75,5507:113:4,0.80
Strongylocentrotus,purpuratus,-51.25,-74.25,5507:114:1,0.83
Strongylocentrotus,purpuratus,-51.25,-74.75,5507:114:2,0.87
Strongylocentrotus,purpuratus,-51.75,-74.25,5507:114:3,0.82
Strongylocentrotus,purpuratus,-51.75,-74.75,5507:114:4,0.85
Strongylocentrotus,purpuratus,-52.25,-74.75,5507:124:2,0.86
Strongylocentrotus,purpuratus,-52.75,-74.25,5507:124:3,0.82
Strongylocentrotus,purpuratus,-52.75,-74.75,5507:124:4,0.86
Strongylocentrotus,purpuratus,-53.25,-73.75,5507:133:2,0.81
Strongylocentrotus,purpuratus,-53.75,-73.25,5507:133:3,0.80
Strongylocentrotus,purpuratus,-53.75,-73.75,5507:133:4,0.82
Strongylocentrotus,purpuratus,-53.25,-74.25,5507:134:1,0.83
Strongylocentrotus,purpuratus,-54.25,-73.25,5507:143:1,0.81
Strongylocentrotus,purpuratus,-50.25,-75.25,5507:205:1,0.96
Strongylocentrotus,purpuratus,-50.25,-75.75,5507:205:2,0.97
Strongylocentrotus,purpuratus,-50.75,-75.25,5507:205:3,0.95
Strongylocentrotus,purpuratus,-51.25,-75.25,5507:215:1,0.93
Strongylocentrotus,purpuratus,-51.75,-75.25,5507:215:3,0.91
Strongylocentrotus,purpuratus,-52.25,-75.25,5507:225:1,0.90
Strongylocentrotus,purpuratus,26.25,-113.75,7211:363:2,0.80
Strongylocentrotus,purpuratus,26.75,-113.25,7211:363:3,0.81
Strongylocentrotus,purpuratus,26.75,-113.75,7211:363:4,0.86
Strongylocentrotus,purpuratus,26.75,-114.25,7211:364:3,0.87
Strongylocentrotus,purpuratus,27.25,-113.75,7211:373:2,0.84
Strongylocentrotus,purpuratus,27.25,-114.25,7211:374:1,0.93
Strongylocentrotus,purpuratus,27.25,-114.75,7211:374:2,0.97
Strongylocentrotus,purpuratus,27.75,-114.25,7211:374:3,0.97
Strongylocentrotus,purpuratus,27.75,-114.75,7211:374:4,1.00
Strongylocentrotus,purpuratus,28.25,-114.25,7211:384:1,1.00
Strongylocentrotus,purpuratus,28.25,-114.75,7211:384:2,1.00
Strongylocentrotus,purpuratus,28.75,-114.25,7211:384:3,0.80
Strongylocentrotus,purpuratus,28.75,-114.75,7211:384:4,1.00
Strongylocentrotus,purpuratus,27.75,-115.25,7211:475:3,1.00
Strongylocentrotus,purpuratus,28.25,-115.25,7211:485:1,1.00
Strongylocentrotus,purpuratus,28.25,-115.75,7211:485:2,1.00
Strongylocentrotus,purpuratus,28.75,-115.25,7211:485:3,0.90
Strongylocentrotus,purpuratus,29.25,-115.25,7211:495:1,1.00
Strongylocentrotus,purpuratus,29.25,-115.75,7211:495:2,0.83
Strongylocentrotus,purpuratus,29.75,-115.25,7211:495:3,0.90
Strongylocentrotus,purpuratus,29.75,-115.75,7211:495:4,1.00
Strongylocentrotus,purpuratus,30.25,-115.75,7311:205:2,0.94
Strongylocentrotus,purpuratus,30.75,-115.75,7311:205:4,0.84
Strongylocentrotus,purpuratus,30.25,-116.25,7311:206:1,1.00
Strongylocentrotus,purpuratus,30.75,-116.25,7311:206:3,1.00
Strongylocentrotus,purpuratus,31.25,-116.25,7311:216:1,0.98
Strongylocentrotus,purpuratus,31.25,-116.75,7311:216:2,1.00
Strongylocentrotus,purpuratus,31.75,-116.75,7311:216:4,1.00
Strongylocentrotus,purpuratus,32.25,-116.75,7311:226:2,1.00
Strongylocentrotus,purpuratus,32.25,-117.25,7311:227:1,1.00
Strongylocentrotus,purpuratus,32.75,-117.25,7311:227:3,1.00
Strongylocentrotus,purpuratus,32.75,-118.25,7311:228:3,1.00
Strongylocentrotus,purpuratus,32.75,-118.75,7311:228:4,0.81
Strongylocentrotus,purpuratus,33.25,-117.25,7311:237:1,0.97
Strongylocentrotus,purpuratus,33.25,-117.75,7311:237:2,1.00
Strongylocentrotus,purpuratus,33.75,-117.75,7311:237:4,1.00
Strongylocentrotus,purpuratus,33.25,-118.25,7311:238:1,1.00
Strongylocentrotus,purpuratus,33.25,-118.75,7311:238:2,1.00
Strongylocentrotus,purpuratus,33.75,-118.25,7311:238:3,1.00
Strongylocentrotus,purpuratus,33.75,-118.75,7311:238:4,1.00
Strongylocentrotus,purpuratus,33.25,-119.25,7311:239:1,1.00
Strongylocentrotus,purpuratus,33.25,-119.75,7311:239:2,1.00
Strongylocentrotus,purpuratus,33.75,-119.25,7311:239:3,1.00
Strongylocentrotus,purpuratus,33.75,-119.75,7311:239:4,1.00
Strongylocentrotus,purpuratus,34.25,-118.25,7311:248:1,0.94
Strongylocentrotus,purpuratus,34.25,-118.75,7311:248:2,1.00
Strongylocentrotus,purpuratus,34.25,-119.25,7311:249:1,1.00
Strongylocentrotus,purpuratus,34.25,-119.75,7311:249:2,1.00
Strongylocentrotus,purpuratus,33.75,-120.25,7312:130:3,1.00
Strongylocentrotus,purpuratus,34.25,-120.25,7312:140:1,1.00
Strongylocentrotus,purpuratus,34.75,-120.25,7312:140:3,1.00
Strongylocentrotus,purpuratus,34.75,-120.75,7312:140:4,1.00
Strongylocentrotus,purpuratus,35.25,-120.75,7312:350:2,1.00
Strongylocentrotus,purpuratus,35.75,-121.25,7312:351:3,1.00
Strongylocentrotus,purpuratus,36.25,-121.75,7312:361:2,1.00
Strongylocentrotus,purpuratus,36.75,-122.25,7312:362:3,0.80
Strongylocentrotus,purpuratus,37.75,-123.25,7312:373:3,1.00
Strongylocentrotus,purpuratus,38.25,-123.25,7312:383:1,1.00
Strongylocentrotus,purpuratus,38.75,-123.25,7312:383:3,0.87
Strongylocentrotus,purpuratus,38.75,-123.75,7312:383:4,1.00
Strongylocentrotus,purpuratus,39.25,-123.75,7312:393:2,1.00
Strongylocentrotus,purpuratus,39.75,-123.75,7312:393:4,1.00
Strongylocentrotus,purpuratus,39.75,-124.25,7312:394:3,1.00
Strongylocentrotus,purpuratus,40.25,-124.25,7412:104:1,1.00
Strongylocentrotus,purpuratus,40.75,-124.25,7412:104:3,1.00
Strongylocentrotus,purpuratus,40.75,-124.75,7412:104:4,1.00
Strongylocentrotus,purpuratus,41.25,-124.25,7412:114:1,0.94
Strongylocentrotus,purpuratus,41.25,-124.75,7412:114:2,1.00
Strongylocentrotus,purpuratus,41.75,-124.25,7412:114:3,0.92
Strongylocentrotus,purpuratus,42.25,-124.25,7412:124:1,1.00
Strongylocentrotus,purpuratus,42.25,-124.75,7412:124:2,1.00
Strongylocentrotus,purpuratus,42.75,-124.25,7412:124:3,1.00
Strongylocentrotus,purpuratus,42.75,-124.75,7412:124:4,1.00
Strongylocentrotus,purpuratus,43.25,-124.25,7412:134:1,1.00
Strongylocentrotus,purpuratus,43.25,-124.75,7412:134:2,0.96
Strongylocentrotus,purpuratus,43.75,-124.25,7412:134:3,1.00
Strongylocentrotus,purpuratus,44.25,-124.25,7412:144:1,1.00
Strongylocentrotus,purpuratus,44.25,-124.75,7412:144:2,0.90
Strongylocentrotus,purpuratus,44.75,-124.25,7412:144:3,1.00
Strongylocentrotus,purpuratus,45.25,-123.75,7412:353:2,0.89
Strongylocentrotus,purpuratus,45.25,-124.25,7412:354:1,1.00
Strongylocentrotus,purpuratus,46.75,-124.75,7412:364:4,1.00
Strongylocentrotus,purpuratus,47.25,-124.25,7412:374:1,1.00
Strongylocentrotus,purpuratus,47.25,-124.75,7412:374:2,1.00
Strongylocentrotus,purpuratus,47.75,-124.75,7412:374:4,1.00
Strongylocentrotus,purpuratus,48.75,-125.25,7412:485:3,1.00
Strongylocentrotus,purpuratus,48.75,-125.75,7412:485:4,1.00
Strongylocentrotus,purpuratus,48.75,-126.25,7412:486:3,1.00
Strongylocentrotus,purpuratus,49.25,-125.75,7412:495:2,1.00
Strongylocentrotus,purpuratus,49.25,-126.25,7412:496:1,1.00
Strongylocentrotus,purpuratus,49.25,-126.75,7412:496:2,1.00
Strongylocentrotus,purpuratus,49.75,-126.75,7412:496:4,1.00
Strongylocentrotus,purpuratus,49.75,-127.25,7412:497:3,1.00
Strongylocentrotus,purpuratus,49.75,-127.75,7412:497:4,1.00
Strongylocentrotus,purpuratus,50.25,-126.25,7512:206:1,0.93
Strongylocentrotus,purpuratus,50.75,-126.25,7512:206:3,0.87
Strongylocentrotus,purpuratus,50.75,-126.75,7512:206:4,0.91
Strongylocentrotus,purpuratus,50.25,-127.25,7512:207:1,1.00
Strongylocentrotus,purpuratus,50.25,-127.75,7512:207:2,1.00
Strongylocentrotus,purpuratus,50.75,-127.25,7512:207:3,0.96
Strongylocentrotus,purpuratus,50.75,-127.75,7512:207:4,1.00
Strongylocentrotus,purpuratus,50.25,-128.25,7512:208:1,1.00
Strongylocentrotus,purpuratus,50.75,-128.25,7512:208:3,1.00
Strongylocentrotus,purpuratus,50.75,-128.75,7512:208:4,1.00
Strongylocentrotus,purpuratus,50.75,-129.25,7512:209:3,1.00
Strongylocentrotus,purpuratus,51.25,-127.25,7512:217:1,1.00
Strongylocentrotus,purpuratus,51.25,-127.75,7512:217:2,1.00
Strongylocentrotus,purpuratus,51.75,-127.75,7512:217:4,1.00
Strongylocentrotus,purpuratus,51.25,-128.25,7512:218:1,1.00
Strongylocentrotus,purpuratus,51.25,-128.75,7512:218:2,1.00
Strongylocentrotus,purpuratus,51.75,-128.25,7512:218:3,1.00
Strongylocentrotus,purpuratus,51.75,-128.75,7512:218:4,1.00
Strongylocentrotus,purpuratus,51.25,-129.25,7512:219:1,0.91
Strongylocentrotus,purpuratus,51.75,-129.25,7512:219:3,0.90
Strongylocentrotus,purpuratus,52.25,-127.75,7512:227:2,1.00
Strongylocentrotus,purpuratus,52.25,-128.25,7512:228:1,1.00
Strongylocentrotus,purpuratus,52.25,-128.75,7512:228:2,1.00
Strongylocentrotus,purpuratus,52.75,-128.25,7512:228:3,1.00
Strongylocentrotus,purpuratus,52.75,-128.75,7512:228:4,1.00
Strongylocentrotus,purpuratus,52.25,-129.25,7512:229:1,1.00
Strongylocentrotus,purpuratus,52.75,-129.25,7512:229:3,1.00
Strongylocentrotus,purpuratus,52.75,-129.75,7512:229:4,1.00
Strongylocentrotus,purpuratus,53.75,-128.75,7512:238:4,0.99
Strongylocentrotus,purpuratus,53.25,-129.25,7512:239:1,1.00
Strongylocentrotus,purpuratus,53.25,-129.75,7512:239:2,1.00
Strongylocentrotus,purpuratus,53.75,-129.25,7512:239:3,1.00
Strongylocentrotus,purpuratus,53.75,-129.75,7512:239:4,0.99
Strongylocentrotus,purpuratus,54.25,-129.75,7512:249:2,0.98
Strongylocentrotus,purpuratus,54.75,-129.75,7512:249:4,0.96
Strongylocentrotus,purpuratus,55.25,-129.75,7512:459:2,0.94
Strongylocentrotus,purpuratus,51.75,-130.75,7513:110:4,1.00
Strongylocentrotus,purpuratus,51.75,-131.25,7513:111:3,1.00
Strongylocentrotus,purpuratus,52.25,-130.75,7513:120:2,1.00
Strongylocentrotus,purpuratus,52.75,-130.75,7513:120:4,1.00
Strongylocentrotus,purpuratus,52.25,-131.25,7513:121:1,1.00
Strongylocentrotus,purpuratus,52.25,-131.75,7513:121:2,1.00
Strongylocentrotus,purpuratus,52.75,-131.25,7513:121:3,1.00
Strongylocentrotus,purpuratus,52.75,-131.75,7513:121:4,1.00
Strongylocentrotus,purpuratus,52.75,-132.25,7513:122:3,1.00
Strongylocentrotus,purpuratus,53.25,-130.25,7513:130:1,1.00
Strongylocentrotus,purpuratus,53.25,-130.75,7513:130:2,1.00
Strongylocentrotus,purpuratus,53.75,-130.25,7513:130:3,0.98
Strongylocentrotus,purpuratus,53.75,-130.75,7513:130:4,1.00
Strongylocentrotus,purpuratus,53.25,-131.25,7513:131:1,1.00
Strongylocentrotus,purpuratus,53.25,-131.75,7513:131:2,1.00
Strongylocentrotus,purpuratus,53.75,-131.25,7513:131:3,1.00
Strongylocentrotus,purpuratus,53.75,-131.75,7513:131:4,1.00
Strongylocentrotus,purpuratus,53.25,-132.25,7513:132:1,1.00
Strongylocentrotus,purpuratus,53.25,-132.75,7513:132:2,1.00
Strongylocentrotus,purpuratus,53.75,-132.25,7513:132:3,1.00
Strongylocentrotus,purpuratus,53.75,-132.75,7513:132:4,1.00
Strongylocentrotus,purpuratus,53.75,-133.25,7513:133:3,1.00
Strongylocentrotus,purpuratus,54.25,-130.25,7513:140:1,0.98
Strongylocentrotus,purpuratus,54.25,-130.75,7513:140:2,1.00
Strongylocentrotus,purpuratus,54.75,-130.25,7513:140:3,0.85
Strongylocentrotus,purpuratus,54.75,-130.75,7513:140:4,0.86
Strongylocentrotus,purpuratus,54.25,-131.25,7513:141:1,1.00
Strongylocentrotus,purpuratus,54.25,-131.75,7513:141:2,0.99
Strongylocentrotus,purpuratus,54.75,-131.25,7513:141:3,1.00
Strongylocentrotus,purpuratus,54.75,-131.75,7513:141:4,0.99
Strongylocentrotus,purpuratus,54.25,-132.25,7513:142:1,0.98
Strongylocentrotus,purpuratus,54.25,-132.75,7513:142:2,0.98
Strongylocentrotus,purpuratus,54.75,-132.25,7513:142:3,0.98
Strongylocentrotus,purpuratus,54.75,-132.75,7513:142:4,0.96
Strongylocentrotus,purpuratus,54.25,-133.25,7513:143:1,1.00
Strongylocentrotus,purpuratus,54.75,-133.25,7513:143:3,0.96
Strongylocentrotus,purpuratus,54.75,-133.75,7513:143:4,0.99
Strongylocentrotus,purpuratus,55.25,-130.25,7513:350:1,0.92
Strongylocentrotus,purpuratus,55.25,-130.75,7513:350:2,0.93
Strongylocentrotus,purpuratus,55.25,-131.25,7513:351:1,0.99
Strongylocentrotus,purpuratus,55.25,-131.75,7513:351:2,0.98
Strongylocentrotus,purpuratus,55.75,-131.75,7513:351:4,0.95
Strongylocentrotus,purpuratus,55.25,-132.25,7513:352:1,0.97
Strongylocentrotus,purpuratus,55.25,-132.75,7513:352:2,0.96
Strongylocentrotus,purpuratus,55.75,-132.25,7513:352:3,0.86
Strongylocentrotus,purpuratus,55.75,-132.75,7513:352:4,0.86
Strongylocentrotus,purpuratus,55.25,-133.25,7513:353:1,0.95
Strongylocentrotus,purpuratus,55.25,-133.75,7513:353:2,0.97
Strongylocentrotus,purpuratus,55.75,-133.75,7513:353:4,0.81
Strongylocentrotus,purpuratus,55.25,-134.25,7513:354:1,0.99
Strongylocentrotus,purpuratus,55.75,-134.25,7513:354:3,0.93
Strongylocentrotus,purpuratus,55.75,-134.75,7513:354:4,0.96
Strongylocentrotus,purpuratus,56.25,-132.25,7513:362:1,0.81
Strongylocentrotus,purpuratus,56.25,-132.75,7513:362:2,0.81
Strongylocentrotus,purpuratus,56.25,-133.25,7513:363:1,0.80
Strongylocentrotus,purpuratus,56.25,-133.75,7513:363:2,0.84
Strongylocentrotus,purpuratus,56.25,-134.25,7513:364:1,0.85
Strongylocentrotus,purpuratus,56.25,-134.75,7513:364:2,0.90
Strongylocentrotus,purpuratus,56.75,-134.25,7513:364:3,0.82
Strongylocentrotus,purpuratus,56.75,-134.75,7513:364:4,0.83
Strongylocentrotus,purpuratus,58.25,-134.75,7513:384:2,0.80
Strongylocentrotus,purpuratus,56.25,-135.25,7513:465:1,0.94
Strongylocentrotus,purpuratus,56.75,-135.25,7513:465:3,0.92
Strongylocentrotus,purpuratus,56.75,-135.75,7513:465:4,0.95
Strongylocentrotus,purpuratus,57.25,-135.25,7513:475:1,0.87
Strongylocentrotus,purpuratus,57.25,-135.75,7513:475:2,0.92
Strongylocentrotus,purpuratus,57.75,-135.25,7513:475:3,0.84
Strongylocentrotus,purpuratus,57.75,-135.75,7513:475:4,0.87
Strongylocentrotus,purpuratus,57.25,-136.25,7513:476:1,0.95
Strongylocentrotus,purpuratus,57.75,-136.25,7513:476:3,0.91
Strongylocentrotus,purpuratus,57.75,-136.75,7513:476:4,0.95
Strongylocentrotus,purpuratus,58.25,-135.25,7513:485:1,0.81
Strongylocentrotus,purpuratus,58.25,-135.75,7513:485:2,0.80
Strongylocentrotus,purpuratus,58.75,-135.25,7513:485:3,0.81
Strongylocentrotus,purpuratus,58.25,-136.25,7513:486:1,0.83
Strongylocentrotus,purpuratus,58.25,-136.75,7513:486:2,0.89
Strongylocentrotus,purpuratus,58.75,-136.25,7513:486:3,0.80
Strongylocentrotus,purpuratus,58.25,-137.25,7513:487:1,0.93
Strongylocentrotus,purpuratus,58.75,-137.25,7513:487:3,0.86
Strongylocentrotus,purpuratus,58.75,-137.75,7513:487:4,0.90
Strongylocentrotus,purpuratus,58.25,-138.25,7513:488:1,0.95
Strongylocentrotus,purpuratus,58.25,-138.75,7513:488:2,0.96
Strongylocentrotus,purpuratus,58.75,-138.25,7513:488:3,0.94
Strongylocentrotus,purpuratus,58.75,-138.75,7513:488:4,0.95
Strongylocentrotus,purpuratus,58.25,-139.25,7513:489:1,0.96
Strongylocentrotus,purpuratus,59.25,-139.25,7513:499:1,0.93
Strongylocentrotus,purpuratus,59.25,-139.75,7513:499:2,0.94
Strongylocentrotus,purpuratus,59.75,-139.75,7513:499:4,0.87
Strongylocentrotus,purpuratus,59.25,-140.25,7514:390:1,0.80
Strongylocentrotus,purpuratus,59.75,-140.25,7514:390:3,0.88
Strongylocentrotus,purpuratus,59.75,-141.25,7514:391:3,0.91
Strongylocentrotus,purpuratus,59.75,-141.75,7514:391:4,0.91
Strongylocentrotus,purpuratus,59.75,-142.25,7514:392:3,0.92
Strongylocentrotus,purpuratus,59.75,-143.25,7514:393:3,0.93
Strongylocentrotus,purpuratus,59.75,-143.75,7514:393:4,0.92
Strongylocentrotus,purpuratus,59.75,-144.25,7514:394:3,0.90
Strongylocentrotus,purpuratus,59.75,-144.75,7514:394:4,0.89
Strongylocentrotus,purpuratus,58.25,-149.75,7514:489:2,0.81
Strongylocentrotus,purpuratus,59.75,-145.25,7514:495:3,0.90
Strongylocentrotus,purpuratus,59.75,-145.75,7514:495:4,0.90
Strongylocentrotus,purpuratus,59.25,-146.25,7514:496:1,0.90
Strongylocentrotus,purpuratus,59.25,-146.75,7514:496:2,0.90
Strongylocentrotus,purpuratus,59.75,-146.25,7514:496:3,0.90
Strongylocentrotus,purpuratus,59.75,-146.75,7514:496:4,0.89
Strongylocentrotus,purpuratus,59.75,-147.25,7514:497:3,0.88
Strongylocentrotus,purpuratus,59.75,-147.75,7514:497:4,0.86
Strongylocentrotus,purpuratus,59.25,-148.25,7514:498:1,0.84
Strongylocentrotus,purpuratus,59.25,-148.75,7514:498:2,0.84
Strongylocentrotus,purpuratus,59.75,-148.25,7514:498:3,0.85
Strongylocentrotus,purpuratus,59.75,-148.75,7514:498:4,0.84
Strongylocentrotus,purpuratus,59.75,-149.25,7514:499:3,0.84
Strongylocentrotus,purpuratus,59.75,-149.75,7514:499:4,0.82
Strongylocentrotus,purpuratus,57.25,-150.75,7515:370:2,0.80
Strongylocentrotus,purpuratus,57.75,-150.25,7515:370:3,0.80
Strongylocentrotus,purpuratus,58.75,-150.25,7515:380:3,0.82
Strongylocentrotus,purpuratus,59.25,-150.25,7515:390:1,0.83
Strongylocentrotus,purpuratus,59.25,-150.75,7515:390:2,0.81
Strongylocentrotus,purpuratus,60.25,-144.75,7614:104:2,0.80
Strongylocentrotus,purpuratus,60.25,-145.25,7614:205:1,0.87
Strongylocentrotus,purpuratus,60.25,-145.75,7614:205:2,0.87
Strongylocentrotus,purpuratus,60.25,-146.25,7614:206:1,0.88
Strongylocentrotus,purpuratus,60.25,-146.75,7614:206:2,0.88
Strongylocentrotus,purpuratus,60.75,-146.75,7614:206:4,0.87
Strongylocentrotus,purpuratus,60.25,-147.25,7614:207:1,0.86
Strongylocentrotus,purpuratus,60.25,-147.75,7614:207:2,0.83
Strongylocentrotus,purpuratus,60.75,-147.25,7614:207:3,0.85
Strongylocentrotus,purpuratus,60.75,-147.75,7614:207:4,0.81
Strongylocentrotus,purpuratus,60.25,-148.25,7614:208:1,0.82
Strongylocentrotus,purpuratus,60.75,-148.25,7614:208:3,0.80
